Feature,Score
X210_USAGE,0.17735348713869
TOTAL_USAGE,0.0562185096791302
WEEK_END_SESSIONS,0.0145319543887563
X209_USAGE,0.0125696101829754
TOTAL_SESSIONS,0.0108724476266243
WEEK_DAY_SESSIONS,0.00901617608061522
X209_SESSION_COUNT,0.00859188544152745
X210_SESSION_COUNT,0.00769026783346594
WEEK_DAY_CONSUMPTION,0.00228056218509687
WEEK_END_CONSUMPTION,0.00100769026783354
CONTRACT_KEY,-0.000106072659771916
