Feature,Score
X210_USAGE,0.186369663219305
TOTAL_USAGE,0.0543622381331211
X209_SESSION_COUNT,0.0170246618933969
X209_USAGE,0.0164942985945372
TOTAL_SESSIONS,0.0153805356669318
WEEK_END_SESSIONS,0.0132060461416069
X210_SESSION_COUNT,0.00922832140015906
WEEK_DAY_SESSIONS,0.00535666931848311
WEEK_END_CONSUMPTION,0.00291699814372837
WEEK_DAY_CONSUMPTION,0.00100769026783343
ROAMING_SESSIONS_COUNT,0.000265181649429791
LOCAL_USAGE,-0.000530363298859804
CONTRACT_KEY,-0.00127287191726333
